03;Carte téléphonique - Personnes au téléphone;Casquette entièrement construite en cartes téléphoniques de collection sur le thème du combiné téléphonique.;Intérieur en Wax. Assemblée et conçue à la main;Prix unique : 190 euros
07;Carte téléphonique - Nourriture et boissons;Casquette entièrement construite en cartes téléphoniques de collection sur le thème de la Nourriture et de la boisson.;Intérieur en Wax. Assemblée et conçue à la main;Prix unique : 190 euros
14;Carte téléphonique – Nature et Radôme;Casquette entièrement construite en cartes téléphoniques de collection sur le thème de la nature et une visière représentant le Radôme.;Intérieur en Wax. Assemblée et conçue à la main;Prix unique : 190 euros
10;Carte téléphonique - Célébrités au téléphone ;Casquette entièrement construite en cartes téléphoniques de collection sur le thème du cinéma.;Intérieur en Wax. Assemblée et conçue à la main;Prix unique : 190 euros
12;Cannettes de bière Thaï;Casquette entièrement construite en cannettes de bière thaïlandaise aux motifs jaunes et noirs.;Intérieur est doublé en cuir et en jean. Assemblée et conçue à la main;Prix unique : 190 euros
13;Tous au musée Grévin;Casquette construite à partir d'image de publicités. Celles-ci sont plastifiées et assemblées avec du cuir.;L'intérieur est en cuir noir. Assemblée et conçue à la main;Prix unique : 190 euros
